timestamp,username,ID,correct answer,wrong answer,marks
2023-03-28 14:39:23,wiz,1370,3,0,30
2023-03-28 14:41:36,raihan,1372,1,2,10
2023-03-28 14:44:11,raihan,1372,1,2,10
2023-03-28 14:46:22,raihan,1372,2,1,20
2023-03-28 15:13:21,wiz,1370,1,2,10
2023-03-28 15:13:50,BS,0001,2,1,20
